,Primos,No_Primos,Pares,Primos_NoPrimos,NoPrimos_Primos,Aleatorio
3011,32504587,32504581,32504588,32467433,32486765,32467433
3012,32504599,32504587,32504600,32472491,32486759,32472491
3013,32504623,32504609,32504624,32530125,32486725,32530125
3014,32504651,32504649,32504652,32488787,32486729,32488787
3015,32504657,32504637,32504658,32467299,32486711,32467299
3016,32504699,32504695,32504700,32512517,32486681,32512517
3017,32504707,32504689,32504708,32501797,32486679,32501797
3018,32504743,32504741,32504744,32467339,32486681,32467339
3019,32504749,32504747,32504750,32497237,32486663,32497237
3020,32504753,32504747,32504754,32454951,32486645,32454951
3021,32504767,32504761,32504768,32467063,32486645,32467063
3022,32504779,32504765,32504780,32533489,32486627,32533489
3023,32504807,32504795,32504808,32518147,32486615,32518147
3024,32504831,32504829,32504832,32495059,32486607,32495059
3025,32504837,32504831,32504838,32471521,32486567,32471521
3026,32504851,32504843,32504852,32460517,32486563,32460517
3027,32504869,32504867,32504870,32465659,32486561,32465659
3028,32504873,32504869,32504874,32510717,32486527,32510717
3029,32504881,32504875,32504882,32461747,32486537,32461747
3030,32504893,32504885,32504894,32489861,32486523,32489861
3031,32504909,32504905,32504910,32476269,32486383,32476269
3032,32504917,32504915,32504918,32486809,32486429,32486809
3033,32504921,32504915,32504922,32477949,32486387,32477949
3034,32504933,32504931,32504934,32464969,32486353,32464969
3035,32504939,32504933,32504940,32475799,32486355,32475799
3036,32504951,32504939,32504952,32492059,32486297,32492059
3037,32504977,32504973,32504978,32486231,32486251,32486231
3038,32504987,32504985,32504988,32516205,32486255,32516205
3039,32504993,32504989,32504994,32536499,32486243,32536499
3040,32505001,32504993,32505002,32537567,32486241,32537567
3041,32505017,32505015,32505018,32492975,32486237,32492975
3042,32505023,32504999,32505024,32490041,32486227,32490041
3043,32505073,32505071,32505074,32477833,32486189,32477833
3044,32505079,32505075,32505080,32538439,32486173,32538439
3045,32505089,32505089,32505090,32486627,32486151,32486627
3046,32505091,32505087,32505092,32480683,32486159,32480683
3047,32505101,32505099,32505102,32504549,32486141,32504549
3048,32505107,32505105,32505108,32467223,32486133,32467223
3049,32505113,32505091,32505114,32507429,32486117,32507429
3050,32505157,32505155,32505158,32459461,32486069,32459461
3051,32505163,32505139,32505164,32456621,32486045,32456621
3052,32505211,32505205,32505212,32465617,32486051,32465617
3053,32505223,32505195,32505224,32497879,32486005,32497879
3054,32505281,32505279,32505282,32516663,32486015,32516663
3055,32505287,32505285,32505288,32475143,32485981,32475143
3056,32505293,32505289,32505294,32519077,32485985,32519077
3057,32505301,32505299,32505302,32478747,32485949,32478747
3058,32505307,32505305,32505308,32502247,32485929,32502247
3059,32505311,32505311,32505312,32538427,32485931,32538427
3060,32505313,32505309,32505314,32527453,32485925,32527453
3061,32505323,32505317,32505324,32453261,32485915,32453261
3062,32505337,32505331,32505338,32512261,32485859,32512261
3063,32505349,32505333,32505350,32467307,32485831,32467307
3064,32505383,32505377,32505384,32538301,32485811,32538301
3065,32505397,32505389,32505398,32538259,32485805,32538259
3066,32505413,32505407,32505414,32468297,32485805,32468297
3067,32505427,32505417,32505428,32460149,32485777,32460149
3068,32505449,32505439,32505450,32482607,32485779,32482607
3069,32505469,32505463,32505470,32462653,32485775,32462653
3070,32505481,32505475,32505482,32509637,32485747,32509637
3071,32505493,32505489,32505494,32510503,32485751,32510503
3072,32505503,32505491,32505504,32492393,32485751,32492393
3073,32505527,32505521,32505528,32517701,32485709,32517701
3074,32505541,32505535,32505542,32526217,32485721,32526217
3075,32505553,32505549,32505554,32456719,32485695,32456719
3076,32505563,32505561,32505564,32462465,32485689,32462465
3077,32505569,32505561,32505570,32504881,32485675,32504881
3078,32505587,32505565,32505588,32459689,32485619,32459689
3079,32505631,32505595,32505632,32535551,32485627,32535551
3080,32505703,32505701,32505704,32456761,32485509,32456761
3081,32505709,32505701,32505710,32470783,32485547,32470783
3082,32505727,32505725,32505728,32494817,32485541,32494817
3083,32505731,32505723,32505732,32516043,32485505,32516043
3084,32505749,32505743,32505750,32490383,32485493,32490383
3085,32505761,32505757,32505762,32521425,32485489,32521425
3086,32505769,32505765,32505770,32460793,32485479,32460793
3087,32505779,32505773,32505780,32533807,32485435,32533807
3088,32505793,32505791,32505794,32525255,32485445,32525255
3089,32505797,32505781,32505798,32501393,32485439,32501393
3090,32505829,32505793,32505830,32532041,32485405,32532041
3091,32505901,32505897,32505902,32515843,32485397,32515843
3092,32505911,32505909,32505912,32476151,32485385,32476151
3093,32505917,32505911,32505918,32488067,32485365,32488067
3094,32505929,32505925,32505930,32484355,32485277,32484355
3095,32505937,32505927,32505938,32467313,32485283,32467313
3096,32505959,32505947,32505960,32535663,32485273,32535663
3097,32505983,32505973,32505984,32466557,32485253,32466557
3098,32506003,32505995,32506004,32464673,32485259,32464673
3099,32506021,32506013,32506022,32518559,32485197,32518559
3100,32506039,32506037,32506040,32496547,32485203,32496547
3101,32506043,32506031,32506044,32513111,32485171,32513111
3102,32506069,32506035,32506070,32501239,32485165,32501239
3103,32506139,32506139,32506140,32537287,32485169,32537287
3104,32506141,32506139,32506142,32490641,32485161,32490641
3105,32506147,32506139,32506148,32459051,32485149,32459051
3106,32506163,32506153,32506164,32516875,32485087,32516875
3107,32506183,32506169,32506184,32492507,32485077,32492507
3108,32506213,32506211,32506214,32527411,32485061,32527411
3109,32506217,32506217,32506218,32524083,32485039,32524083
3110,32506219,32506213,32506220,32487379,32485041,32487379
3111,32506231,32506227,32506232,32458427,32485025,32458427
3112,32506241,32506225,32506242,32514899,32484959,32514899
3113,32506273,32506271,32506274,32523521,32484977,32523521
3114,32506277,32506271,32506278,32522333,32484971,32522333
3115,32506289,32506285,32506290,32516781,32484965,32516781
3116,32506297,32506277,32506298,32502799,32484959,32502799
3117,32506339,32506307,32506340,32515619,32484949,32515619
3118,32506403,32506397,32506404,32464837,32484929,32464837
3119,32506417,32506415,32506418,32537377,32484907,32537377
3120,32506421,32506421,32506422,32511249,32484911,32511249
3121,32506423,32506419,32506424,32454949,32484893,32454949
3122,32506433,32506427,32506434,32462321,32484881,32462321
3123,32506447,32506429,32506448,32472189,32484873,32472189
3124,32506483,32506475,32506484,32484365,32484857,32484365
3125,32506501,32506493,32506502,32512841,32484839,32512841
3126,32506519,32506509,32506520,32482907,32484835,32482907
3127,32506541,32506533,32506542,32482327,32484797,32482327
3128,32506559,32506559,32506560,32512979,32484775,32512979
3129,32506561,32506557,32506562,32508809,32484761,32508809
3130,32506571,32506565,32506572,32472931,32484695,32472931
3131,32506583,32506573,32506584,32488731,32484677,32488731
3132,32506603,32506595,32506604,32494811,32484655,32494811
3133,32506619,32506567,32506620,32496011,32484641,32496011
3134,32506723,32506721,32506724,32489641,32484587,32489641
3135,32506729,32506723,32506730,32527993,32484587,32527993
3136,32506741,32506727,32506742,32532257,32484587,32532257
3137,32506769,32506763,32506770,32457319,32484581,32457319
3138,32506783,32506781,32506784,32495603,32484581,32495603
3139,32506787,32506777,32506788,32477869,32484519,32477869
3140,32506807,32506801,32506808,32536211,32484521,32536211
3141,32506819,32506815,32506820,32488225,32484519,32488225
3142,32506829,32506821,32506830,32521205,32484495,32521205
3143,32506847,32506817,32506848,32454787,32484489,32454787
3144,32506909,32506905,32506910,32479481,32484445,32479481
3145,32506919,32506897,32506920,32473659,32484401,32473659
3146,32506963,32506951,32506964,32497403,32484401,32497403
3147,32506987,32506983,32506988,32481157,32484353,32481157
3148,32506997,32506985,32506998,32480447,32484365,32480447
3149,32507023,32507021,32507024,32490487,32484355,32490487
3150,32507029,32507009,32507030,32479063,32484315,32479063
3151,32507071,32507063,32507072,32465813,32484321,32465813
3152,32507087,32507081,32507088,32519425,32484315,32519425
3153,32507099,32507091,32507100,32454113,32484291,32454113
3154,32507117,32507103,32507118,32527289,32484291,32527289
3155,32507147,32507147,32507148,32464031,32484215,32464031
3156,32507149,32507135,32507150,32491637,32484239,32491637
3157,32507177,32507171,32507178,32526363,32484221,32526363
3158,32507191,32507189,32507192,32454211,32484191,32454211
3159,32507197,32507193,32507198,32520871,32484159,32520871
3160,32507207,32507189,32507208,32514395,32484149,32514395
3161,32507243,32507241,32507244,32537743,32484137,32537743
3162,32507249,32507237,32507250,32503873,32484137,32503873
3163,32507273,32507255,32507274,32460083,32484127,32460083
3164,32507311,32507303,32507312,32481179,32484117,32481179
3165,32507329,32507327,32507330,32510093,32484055,32510093
3166,32507333,32507325,32507334,32522359,32484033,32522359
3167,32507351,32507351,32507352,32460101,32484039,32460101
3168,32507353,32507345,32507354,32504749,32484009,32504749
3169,32507369,32507359,32507370,32535817,32483989,32535817
3170,32507389,32507377,32507390,32509065,32483981,32509065
3171,32507413,32507405,32507414,32536891,32483937,32536891
3172,32507429,32507423,32507430,32497009,32483951,32497009
3173,32507443,32507435,32507444,32504939,32483901,32504939
3174,32507459,32507447,32507460,32482399,32483909,32482399
3175,32507483,32507479,32507484,32512043,32483891,32512043
3176,32507491,32507483,32507492,32481133,32483883,32481133
3177,32507507,32507489,32507508,32476277,32483833,32476277
3178,32507543,32507541,32507544,32495099,32483831,32495099
3179,32507549,32507541,32507550,32532077,32483831,32532077
3180,32507567,32507555,32507568,32469945,32483825,32469945
3181,32507591,32507591,32507592,32509853,32483815,32509853
3182,32507593,32507591,32507594,32516431,32483765,32516431
3183,32507599,32507593,32507600,32459737,32483751,32459737
3184,32507611,32507601,32507612,32513085,32483713,32513085
3185,32507633,32507629,32507634,32457151,32483721,32457151
3186,32507641,32507639,32507642,32518961,32483709,32518961
3187,32507647,32507631,32507648,32509013,32483675,32509013
3188,32507681,32507679,32507682,32469949,32483651,32469949
3189,32507687,32507665,32507688,32474997,32483655,32474997
3190,32507731,32507725,32507732,32484299,32483651,32484299
3191,32507743,32507741,32507744,32531713,32483609,32531713
3192,32507749,32507715,32507750,32465369,32483605,32465369
3193,32507819,32507813,32507820,32526073,32483609,32526073
3194,32507831,32507829,32507832,32498351,32483595,32498351
3195,32507837,32507827,32507838,32499589,32483591,32499589
3196,32507857,32507843,32507858,32530573,32483585,32530573
3197,32507887,32507881,32507888,32474457,32483575,32474457
3198,32507899,32507897,32507900,32487221,32483565,32487221
3199,32507903,32507891,32507904,32495707,32483551,32495707
3200,32507929,32507925,32507930,32496977,32483519,32496977
3201,32507939,32507923,32507940,32453521,32483481,32453521
3202,32507971,32507969,32507972,32472719,32483489,32472719
3203,32507977,32507975,32507978,32495087,32483489,32495087
3204,32507983,32507981,32507984,32463091,32483463,32463091
3205,32507987,32507975,32507988,32471519,32483427,32471519
3206,32508013,32508011,32508014,32506787,32483381,32506787
3207,32508017,32508007,32508018,32455633,32483383,32455633
3208,32508037,32508025,32508038,32455005,32483371,32455005
3209,32508061,32508057,32508062,32512805,32483351,32512805
3210,32508071,32508065,32508072,32474251,32483321,32474251
3211,32508083,32508073,32508084,32477951,32483319,32477951
3212,32508103,32508091,32508104,32511097,32483257,32511097
3213,32508127,32508107,32508128,32501363,32483271,32501363
3214,32508169,32508167,32508170,32530279,32483255,32530279
3215,32508173,32508163,32508174,32505995,32483145,32505995
3216,32508193,32508191,32508194,32488715,32483169,32488715
3217,32508197,32508191,32508198,32469361,32483153,32469361
3218,32508209,32508209,32508210,32469683,32483141,32469683
3219,32508211,32508203,32508212,32471147,32483111,32471147
3220,32508227,32508221,32508228,32476243,32483073,32476243
3221,32508241,32508239,32508242,32536471,32483081,32536471
3222,32508247,32508245,32508248,32484719,32483045,32484719
3223,32508251,32508251,32508252,32511119,32483049,32511119
3224,32508253,32508241,32508254,32472137,32483037,32472137
3225,32508277,32508275,32508278,32486645,32483011,32486645
3226,32508283,32508269,32508284,32464333,32482949,32464333
3227,32508313,32508305,32508314,32457107,32482929,32457107
3228,32508331,32508305,32508332,32458051,32482937,32458051
3229,32508383,32508377,32508384,32487683,32482895,32487683
3230,32508397,32508395,32508398,32527247,32482907,32527247
3231,32508401,32508387,32508402,32508227,32482893,32508227
3232,32508431,32508427,32508432,32532815,32482843,32532815
3233,32508439,32508431,32508440,32488583,32482841,32488583
3234,32508457,32508425,32508458,32534975,32482743,32534975
3235,32508523,32508521,32508524,32471331,32482741,32471331
3236,32508529,32508509,32508530,32501101,32482735,32501101
3237,32508569,32508555,32508570,32514135,32482721,32514135
3238,32508599,32508591,32508600,32472883,32482719,32472883
3239,32508617,32508601,32508618,32503147,32482631,32503147
3240,32508649,32508647,32508650,32483169,32482655,32483169
3241,32508653,32508651,32508654,32501809,32482645,32501809
3242,32508659,32508659,32508660,32522753,32482641,32522753
3243,32508661,32508647,32508662,32474467,32482611,32474467
3244,32508689,32508653,32508690,32503199,32482601,32503199
